Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        ASFR
AUT  1973     36     0.03961
AUT  1973     37     0.03262
AUT  1973     38     0.02910
AUT  1973     39     0.02282
AUT  1973     40     0.01764
AUT  1973     41     0.01304
AUT  1973     42     0.00980
AUT  1973     43     0.00577
AUT  1973     44     0.00340
AUT  1973     45     0.00191
AUT  1973     46     0.00098
AUT  1973     47     0.00031
AUT  1973     48     0.00015
AUT  1973     49     0.00000
AUT  1973     50     0.00001
AUT  1973     51     0.00001
AUT  1973     52     0.00000
AUT  1973     53     0.00000
AUT  1973     54     0.00000
AUT  1973     55+    0.00000
AUT  1974     12-    0.00000
AUT  1974     13     0.00024
AUT  1974     14     0.00085
AUT  1974     15     0.00415
AUT  1974     16     0.01853
AUT  1974     17     0.04874
AUT  1974     18     0.08379
AUT  1974     19     0.10998
AUT  1974     20     0.13048
AUT  1974     21     0.13758
AUT  1974     22     0.13554
AUT  1974     23     0.13499
AUT  1974     24     0.12844
AUT  1974     25     0.11972
AUT  1974     26     0.11018
AUT  1974     27     0.09716
AUT  1974     28     0.08829
AUT  1974     29     0.07619
AUT  1974     30     0.06704
AUT  1974     31     0.06358
AUT  1974     32     0.05449
AUT  1974     33     0.04808
AUT  1974     34     0.04237
AUT  1974     35     0.03811
AUT  1974     36     0.03631
AUT  1974     37     0.03284
AUT  1974     38     0.02730
AUT  1974     39     0.02084
AUT  1974     40     0.01680
AUT  1974     41     0.01348
AUT  1974     42     0.00908
AUT  1974     43     0.00624
AUT  1974     44     0.00326
AUT  1974     45     0.00178
AUT  1974     46     0.00068
AUT  1974     47     0.00027
AUT  1974     48     0.00010
AUT  1974     49     0.00003
AUT  1974     50     0.00001
AUT  1974     51     0.00000
AUT  1974     52     0.00000
AUT  1974     53     0.00000
AUT  1974     54     0.00000
AUT  1974     55+    0.00000
AUT  1975     12-    0.00000
AUT  1975     13     0.00009
AUT  1975     14     0.00055
AUT  1975     15     0.00320
AUT  1975     16     0.01549
AUT  1975     17     0.04214
AUT  1975     18     0.07470
AUT  1975     19     0.10465
AUT  1975     20     0.12027
AUT  1975     21     0.13208
AUT  1975     22     0.13445
AUT  1975     23     0.13349
AUT  1975     24     0.12753
AUT  1975     25     0.11966
AUT  1975     26     0.10933
AUT  1975     27     0.09850
AUT  1975     28     0.08917
AUT  1975     29     0.07689
AUT  1975     30     0.06776
AUT  1975     31     0.06037
AUT  1975     32     0.05126
AUT  1975     33     0.04343
AUT  1975     34     0.03933
AUT  1975     35     0.03420
AUT  1975     36     0.03107
AUT  1975     37     0.02741
AUT  1975     38     0.02363
AUT  1975     39     0.02072
AUT  1975     40     0.01510
AUT  1975     41     0.01174
AUT  1975     42     0.00777
AUT  1975     43     0.00484
AUT  1975     44     0.00319
AUT  1975     45     0.00126
AUT  1975     46     0.00086
AUT  1975     47     0.00033
AUT  1975     48     0.00013
AUT  1975     49     0.00008
AUT  1975     50     0.00000
AUT  1975     51     0.00000
AUT  1975     52     0.00000
AUT  1975     53     0.00000
AUT  1975     54     0.00000
AUT  1975     55+    0.00000
AUT  1976     12-    0.00002
AUT  1976     13     0.00006
AUT  1976     14     0.00050
AUT  1976     15     0.00250
AUT  1976     16     0.01333
AUT  1976     17     0.03743
AUT  1976     18     0.06375
AUT  1976     19     0.09282
AUT  1976     20     0.10720
AUT  1976     21     0.12161
AUT  1976     22     0.12577
AUT  1976     23     0.12531
AUT  1976     24     0.12162
AUT  1976     25     0.11494
AUT  1976     26     0.10915
AUT  1976     27     0.09460
AUT  1976     28     0.08630
AUT  1976     29     0.07383
AUT  1976     30     0.06298
AUT  1976     31     0.05432
AUT  1976     32     0.04755
AUT  1976     33     0.04316
AUT  1976     34     0.03532
AUT  1976     35     0.03132
AUT  1976     36     0.02583
AUT  1976     37     0.02255
AUT  1976     38     0.02053
AUT  1976     39     0.01606
AUT  1976     40     0.01239
AUT  1976     41     0.00969
AUT  1976     42     0.00697
AUT  1976     43     0.00424
AUT  1976     44     0.00239
AUT  1976     45     0.00110
AUT  1976     46     0.00053
AUT  1976     47     0.00022
AUT  1976     48     0.00011
AUT  1976     49     0.00000
AUT  1976     50     0.00001
AUT  1976     51     0.00001
AUT  1976     52     0.00000
AUT  1976     53     0.00000
AUT  1976     54     0.00000
AUT  1976     55+    0.00000
AUT  1977     12-    0.00000
AUT  1977     13     0.00009
AUT  1977     14     0.00044
AUT  1977     15     0.00241
AUT  1977     16     0.01149
AUT  1977     17     0.03259
AUT  1977     18     0.05690
AUT  1977     19     0.08462
AUT  1977     20     0.10386
AUT  1977     21     0.11595
AUT  1977     22     0.12258
AUT  1977     23     0.12418
AUT  1977     24     0.12284
AUT  1977     25     0.11417
AUT  1977     26     0.10428
AUT  1977     27     0.09662
AUT  1977     28     0.08487
AUT  1977     29     0.07298
AUT  1977     30     0.06273
AUT  1977     31     0.05526
AUT  1977     32     0.04397
AUT  1977     33     0.03991
AUT  1977     34     0.03429
AUT  1977     35     0.02977
AUT  1977     36     0.02430
AUT  1977     37     0.02036
AUT  1977     38     0.01735
AUT  1977     39     0.01534
AUT  1977     40     0.01300
AUT  1977     41     0.00852
AUT  1977     42     0.00638
AUT  1977     43     0.00388
AUT  1977     44     0.00229
AUT  1977     45     0.00117
AUT  1977     46     0.00081
AUT  1977     47     0.00024
AUT  1977     48     0.00016
AUT  1977     49     0.00005
AUT  1977     50     0.00005
AUT  1977     51     0.00001
AUT  1977     52     0.00000
AUT  1977     53     0.00000
AUT  1977     54     0.00000
AUT  1977     55+    0.00000
AUT  1978     12-    0.00000
AUT  1978     13     0.00005
AUT  1978     14     0.00049
AUT  1978     15     0.00228
AUT  1978     16     0.01024
AUT  1978     17     0.02954
AUT  1978     18     0.05420
AUT  1978     19     0.08244
AUT  1978     20     0.09830
AUT  1978     21     0.11210
AUT  1978     22     0.11922
AUT  1978     23     0.12254
AUT  1978     24     0.12140
AUT  1978     25     0.11902
AUT  1978     26     0.10956
AUT  1978     27     0.09661
AUT  1978     28     0.08677
AUT  1978     29     0.07539
AUT  1978     30     0.06321
AUT  1978     31     0.05367
AUT  1978     32     0.04668
AUT  1978     33     0.03714
AUT  1978     34     0.03342
AUT  1978     35     0.02776
AUT  1978     36     0.02267
AUT  1978     37     0.01897
AUT  1978     38     0.01529
AUT  1978     39     0.01338
AUT  1978     40     0.01051
AUT  1978     41     0.00791
AUT  1978     42     0.00576
AUT  1978     43     0.00335
AUT  1978     44     0.00222
AUT  1978     45     0.00121
AUT  1978     46     0.00045
AUT  1978     47     0.00027
AUT  1978     48     0.00007
AUT  1978     49     0.00002
AUT  1978     50     0.00000
AUT  1978     51     0.00000
AUT  1978     52     0.00000
AUT  1978     53     0.00000
AUT  1978     54     0.00000
AUT  1978     55+    0.00000
AUT  1979     12-    0.00000
AUT  1979     13     0.00002
AUT  1979     14     0.00034
AUT  1979     15     0.00199
AUT  1979     16     0.00977
AUT  1979     17     0.02863
AUT  1979     18     0.05260
AUT  1979     19     0.07971
AUT  1979     20     0.09912
AUT  1979     21     0.11173
AUT  1979     22     0.11641
AUT  1979     23     0.12268
AUT  1979     24     0.12135
AUT  1979     25     0.11764
AUT  1979     26     0.10784
AUT  1979     27     0.09824
AUT  1979     28     0.08744
AUT  1979     29     0.07770
AUT  1979     30     0.06628
AUT  1979     31     0.05571
AUT  1979     32     0.04539
AUT  1979     33     0.03959
AUT  1979     34     0.03249
AUT  1979     35     0.02811
AUT  1979     36     0.02306
AUT  1979     37     0.01895
AUT  1979     38     0.01571
AUT  1979     39     0.01171
AUT  1979     40     0.00831
AUT  1979     41     0.00704
AUT  1979     42     0.00462
AUT  1979     43     0.00397
AUT  1979     44     0.00181
AUT  1979     45     0.00099
AUT  1979     46     0.00082
AUT  1979     47     0.00021
AUT  1979     48     0.00011
AUT  1979     49     0.00007
AUT  1979     50     0.00002
AUT  1979     51     0.00000
AUT  1979     52     0.00000
AUT  1979     53     0.00000
AUT  1979     54     0.00000
AUT  1979     55+    0.00000
AUT  1980     12-    0.00002
AUT  1980     13     0.00006
AUT  1980     14     0.00048
AUT  1980     15     0.00206
AUT  1980     16     0.01008
AUT  1980     17     0.02751
AUT  1980     18     0.05185
AUT  1980     19     0.08169
AUT  1980     20     0.10157
AUT  1980     21     0.11538
AUT  1980     22     0.12105
AUT  1980     23     0.12492
AUT  1980     24     0.12709
AUT  1980     25     0.12186
AUT  1980     26     0.11446
AUT  1980     27     0.10213
AUT  1980     28     0.09213
AUT  1980     29     0.07897
AUT  1980     30     0.06996
AUT  1980     31     0.05848
AUT  1980     32     0.04990
AUT  1980     33     0.04071
AUT  1980     34     0.03580
AUT  1980     35     0.02791
AUT  1980     36     0.02280
AUT  1980     37     0.01902
AUT  1980     38     0.01605
AUT  1980     39     0.01133
AUT  1980     40     0.00816
AUT  1980     41     0.00616
AUT  1980     42     0.00446
AUT  1980     43     0.00365
AUT  1980     44     0.00202
AUT  1980     45     0.00096
AUT  1980     46     0.00068
AUT  1980     47     0.00019
AUT  1980     48     0.00005
AUT  1980     49     0.00002
AUT  1980     50     0.00003
AUT  1980     51     0.00002
AUT  1980     52     0.00000
AUT  1980     53     0.00000
AUT  1980     54     0.00000
AUT  1980     55+    0.00000
AUT  1981     12-    0.00000
AUT  1981     13     0.00007
AUT  1981     14     0.00031
AUT  1981     15     0.00212
AUT  1981     16     0.00962
AUT  1981     17     0.02597
AUT  1981     18     0.05159
AUT  1981     19     0.07950
AUT  1981     20     0.10229
AUT  1981     21     0.11763
AUT  1981     22     0.12273
AUT  1981     23     0.12741
AUT  1981     24     0.12644
AUT  1981     25     0.12096
AUT  1981     26     0.11213
AUT  1981     27     0.10573
AUT  1981     28     0.09490
AUT  1981     29     0.08479
AUT  1981     30     0.07220
AUT  1981     31     0.06272
AUT  1981     32     0.05130
AUT  1981     33     0.04159
AUT  1981     34     0.03607
AUT  1981     35     0.02972
AUT  1981     36     0.02407
AUT  1981     37     0.01900
AUT  1981     38     0.01565
AUT  1981     39     0.01147
AUT  1981     40     0.00878
AUT  1981     41     0.00591
AUT  1981     42     0.00426
AUT  1981     43     0.00299
AUT  1981     44     0.00160
AUT  1981     45     0.00102
AUT  1981     46     0.00054
AUT  1981     47     0.00023
AUT  1981     48     0.00012
AUT  1981     49     0.00009
AUT  1981     50     0.00001
AUT  1981     51     0.00000
AUT  1981     52     0.00000
AUT  1981     53     0.00000
AUT  1981     54     0.00000
AUT  1981     55+    0.00000
AUT  1982     12-    0.00000
AUT  1982     13     0.00012
AUT  1982     14     0.00024
AUT  1982     15     0.00149
AUT  1982     16     0.00914
AUT  1982     17     0.02560
AUT  1982     18     0.04978
AUT  1982     19     0.07802
AUT  1982     20     0.09844
AUT  1982     21     0.11258
AUT  1982     22     0.12420
AUT  1982     23     0.12863
AUT  1982     24     0.12571
AUT  1982     25     0.12102
AUT  1982     26     0.11687
AUT  1982     27     0.10451
AUT  1982     28     0.09405
AUT  1982     29     0.08258
AUT  1982     30     0.07556
AUT  1982     31     0.06066
AUT  1982     32     0.05278
AUT  1982     33     0.04172
AUT  1982     34     0.03524
AUT  1982     35     0.03019
AUT  1982     36     0.02335
AUT  1982     37     0.01843
AUT  1982     38     0.01403
AUT  1982     39     0.01138
AUT  1982     40     0.00919
AUT  1982     41     0.00543
AUT  1982     42     0.00357
AUT  1982     43     0.00265
AUT  1982     44     0.00191
AUT  1982     45     0.00116
AUT  1982     46     0.00039
AUT  1982     47     0.00013
AUT  1982     48     0.00005
AUT  1982     49     0.00000
AUT  1982     50     0.00000
AUT  1982     51     0.00000
AUT  1982     52     0.00000
AUT  1982     53     0.00000
AUT  1982     54     0.00000
AUT  1982     55+    0.00000
AUT  1983     12-    0.00002
AUT  1983     13     0.00007
AUT  1983     14     0.00028
AUT  1983     15     0.00159
AUT  1983     16     0.00785
AUT  1983     17     0.02076
AUT  1983     18     0.04348
AUT  1983     19     0.07041
AUT  1983     20     0.09153
AUT  1983     21     0.10375
AUT  1983     22     0.11156
AUT  1983     23     0.11739
AUT  1983     24     0.11934
AUT  1983     25     0.11520
AUT  1983     26     0.10873
AUT  1983     27     0.10201
AUT  1983     28     0.09310
AUT  1983     29     0.08226
AUT  1983     30     0.06902
AUT  1983     31     0.05980
AUT  1983     32     0.04969
AUT  1983     33     0.04183
AUT  1983     34     0.03447
AUT  1983     35     0.02798
AUT  1983     36     0.02212
AUT  1983     37     0.01922
AUT  1983     38     0.01362
AUT  1983     39     0.00995
AUT  1983     40     0.00780
AUT  1983     41     0.00555
AUT  1983     42     0.00380
AUT  1983     43     0.00220
AUT  1983     44     0.00135
AUT  1983     45     0.00089
AUT  1983     46     0.00034
AUT  1983     47     0.00021
AUT  1983     48     0.00000
AUT  1983     49     0.00002
AUT  1983     50     0.00001
AUT  1983     51     0.00000
AUT  1983     52     0.00000
AUT  1983     53     0.00000
AUT  1983     54     0.00000
AUT  1983     55+    0.00000
AUT  1984     12-    0.00000
AUT  1984     13     0.00006
AUT  1984     14     0.00018
AUT  1984     15     0.00159
AUT  1984     16     0.00654
AUT  1984     17     0.01982
AUT  1984     18     0.03826
AUT  1984     19     0.06377
AUT  1984     20     0.08605
AUT  1984     21     0.09883
AUT  1984     22     0.11176
AUT  1984     23     0.11502
AUT  1984     24     0.11647
AUT  1984     25     0.11701
AUT  1984     26     0.10801
AUT  1984     27     0.09985
AUT  1984     28     0.08956
AUT  1984     29     0.08202
AUT  1984     30     0.06962
AUT  1984     31     0.05938
AUT  1984     32     0.04959
AUT  1984     33     0.04158
AUT  1984     34     0.03465
AUT  1984     35     0.02838
AUT  1984     36     0.02203
AUT  1984     37     0.01891
AUT  1984     38     0.01389
AUT  1984     39     0.00924
AUT  1984     40     0.00675
AUT  1984     41     0.00523
AUT  1984     42     0.00352
AUT  1984     43     0.00217
AUT  1984     44     0.00114
AUT  1984     45     0.00067
AUT  1984     46     0.00059
AUT  1984     47     0.00021
AUT  1984     48     0.00005
AUT  1984     49     0.00000
AUT  1984     50     0.00000
AUT  1984     51     0.00000
AUT  1984     52     0.00000
AUT  1984     53     0.00000
AUT  1984     54     0.00000
AUT  1984     55+    0.00000
AUT  1985     12-    0.00000
AUT  1985     13     0.00002
AUT  1985     14     0.00037
